pipeline	sample	filter	variant_caller	region	region2	variant_class	TP	FP	FN	RECALL	PRECISION	F1
maketube	SV13_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV13_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	864	41	44	0.9515418502202643	0.9546961325966851	0.9531189914084747
maketube	SV13_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	88	37	23	0.7927927927927928	0.704	0.7483963963963964
maketube	SV13_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV13_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	826	1	82	0.9096916299559471	0.9987908101571947	0.9542412200565709
maketube	SV13_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	84	31	27	0.7567567567567568	0.7304347826086957	0.7435957696827262
maketube	SV13_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV13_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	857	314	43	0.9522222222222222	0.7318531169940222	0.8420376696081222
maketube	SV13_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	84	32	19	0.8155339805825242	0.7241379310344828	0.7698359558085035
maketube	SV13_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	1	0.0	0.0	0.0
maketube	SV13_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	831	1	69	0.9233333333333333	0.9987980769230769	0.9610657051282051
maketube	SV13_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	83	26	20	0.8058252427184466	0.7614678899082569	0.7836465663133517
maketube	SV13_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV13_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	857	53	43	0.9522222222222222	0.9417582417582417	0.9469902319902319
maketube	SV13_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	84	30	19	0.8155339805825242	0.7368421052631579	0.776188042922841
maketube	SV13_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV13_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	857	41	43	0.9522222222222222	0.9543429844097996	0.9532826033160109
maketube	SV13_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	84	35	19	0.8155339805825242	0.7058823529411765	0.7607081667618504
maketube	SV13_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV13_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	811	1	89	0.9011111111111111	0.9987684729064039	0.9499397920087576
maketube	SV13_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	80	26	23	0.7766990291262136	0.7547169811320755	0.7657080051291445
maketube	SV13_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV14_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	648	279	29	0.9571639586410635	0.6990291262135923	0.8280965424273279
maketube	SV14_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	66	42	28	0.7021276595744681	0.6111111111111112	0.6566193853427896
maketube	SV14_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	621	0	56	0.9172821270310192	1.0	0.9586410635155096
maketube	SV14_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	63	36	31	0.6702127659574468	0.6363636363636364	0.6532882011605416
maketube	SV14_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	649	44	28	0.9586410635155096	0.9365079365079365	0.947574500011723
maketube	SV14_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	66	39	28	0.7021276595744681	0.6285714285714286	0.6653495440729483
maketube	SV14_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	647	26	30	0.9556868537666174	0.9613670133729569	0.9585269335697872
maketube	SV14_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	66	41	28	0.7021276595744681	0.616822429906542	0.6594750447405051
maketube	SV14_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	610	0	67	0.9010339734121122	1.0	0.9505169867060561
maketube	SV14_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	61	35	33	0.648936170212766	0.6354166666666666	0.6421764184397163
maketube	SV14_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	664	267	23	0.9665211062590975	0.7132116004296455	0.8398663533443715
maketube	SV14_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	49	45	28	0.6363636363636364	0.5212765957446809	0.5788201160541586
maketube	SV14_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	648	0	39	0.9432314410480349	1.0	0.9716157205240175
maketube	SV14_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	46	34	31	0.5974025974025974	0.575	0.5862012987012987
maketube	SV14_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	664	38	23	0.9665211062590975	0.9458689458689459	0.9561950260640217
maketube	SV14_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	49	39	28	0.6363636363636364	0.5568181818181818	0.5965909090909091
maketube	SV14_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	664	24	23	0.9665211062590975	0.9651162790697675	0.9658186926644325
maketube	SV14_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	49	42	28	0.6363636363636364	0.5384615384615384	0.5874125874125874
maketube	SV14_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	636	0	51	0.925764192139738	1.0	0.962882096069869
maketube	SV14_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	45	31	32	0.5844155844155844	0.5921052631578947	0.5882604237867395
maketube	SV14_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV14_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	773	334	38	0.9531442663378545	0.6982836495031617	0.8257139579205082
maketube	SV15_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	71	34	22	0.7634408602150538	0.6761904761904762	0.719815668202765
maketube	SV15_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	748	0	63	0.9223181257706535	1.0	0.9611590628853268
maketube	SV15_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	68	29	25	0.7311827956989247	0.7010309278350515	0.7161068617669881
maketube	SV15_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	774	53	37	0.9543773119605425	0.9359129383313181	0.9451451251459303
maketube	SV15_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	71	35	22	0.7634408602150538	0.6698113207547169	0.7166260904848853
maketube	SV15_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	772	34	39	0.9519112207151664	0.9578163771712159	0.9548637989431912
maketube	SV15_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	71	34	22	0.7634408602150538	0.6761904761904762	0.719815668202765
maketube	SV15_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	738	0	73	0.9099876695437731	1.0	0.9549938347718865
maketube	SV15_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	66	27	27	0.7096774193548387	0.7096774193548387	0.7096774193548387
maketube	SV15_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	757	273	32	0.9594423320659062	0.7349514563106796	0.8471968941882929
maketube	SV15_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	82	40	28	0.7454545454545455	0.6721311475409836	0.7087928464977645
maketube	SV15_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	4	0	NA	0.0	NA
maketube	SV15_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	740	0	49	0.9378960709759189	1.0	0.9689480354879594
maketube	SV15_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	79	31	31	0.7181818181818181	0.7181818181818181	0.7181818181818181
maketube	SV15_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	757	38	32	0.9594423320659062	0.9522012578616352	0.9558217949637707
maketube	SV15_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	82	38	28	0.7454545454545455	0.6833333333333333	0.7143939393939394
maketube	SV15_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	757	27	32	0.9594423320659062	0.9655612244897959	0.9625017782778511
maketube	SV15_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	82	43	28	0.7454545454545455	0.656	0.7007272727272728
maketube	SV15_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	725	0	64	0.9188846641318125	1.0	0.9594423320659062
maketube	SV15_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	77	31	33	0.7	0.7129629629629629	0.7064814814814815
maketube	SV15_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV15_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	434	260	25	0.9455337690631809	0.6253602305475504	0.7854469998053657
maketube	SV16_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	34	24	12	0.7391304347826086	0.5862068965517241	0.6626686656671663
maketube	SV16_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	422	0	37	0.9193899782135077	1.0	0.9596949891067539
maketube	SV16_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	33	22	13	0.717391304347826	0.6	0.658695652173913
maketube	SV16_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	434	41	25	0.9455337690631809	0.9136842105263158	0.9296089897947484
maketube	SV16_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	34	24	12	0.7391304347826086	0.5862068965517241	0.6626686656671663
maketube	SV16_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	434	28	25	0.9455337690631809	0.9393939393939394	0.9424638542285602
maketube	SV16_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	34	29	12	0.7391304347826086	0.5396825396825397	0.6394064872325742
maketube	SV16_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	419	0	40	0.9128540305010894	1.0	0.9564270152505447
maketube	SV16_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	33	23	13	0.717391304347826	0.5892857142857143	0.6533385093167702
maketube	SV16_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	396	294	31	0.927400468384075	0.5739130434782609	0.7506567559311679
maketube	SV16_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	32	31	19	0.6274509803921569	0.5079365079365079	0.5676937441643324
maketube	SV16_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	380	0	47	0.8899297423887588	1.0	0.9449648711943794
maketube	SV16_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	28	28	23	0.5490196078431373	0.5	0.5245098039215687
maketube	SV16_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	399	44	28	0.9344262295081968	0.9006772009029346	0.9175517152055657
maketube	SV16_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	32	31	19	0.6274509803921569	0.5079365079365079	0.5676937441643324
maketube	SV16_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	396	30	31	0.927400468384075	0.9295774647887324	0.9284889665864037
maketube	SV16_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	32	33	19	0.6274509803921569	0.49230769230769234	0.5598793363499246
maketube	SV16_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	376	0	51	0.8805620608899297	1.0	0.9402810304449649
maketube	SV16_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	27	28	24	0.5294117647058824	0.4909090909090909	0.5101604278074866
maketube	SV16_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV16_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	655	270	31	0.9548104956268222	0.7081081081081081	0.8314593018674652
maketube	SV17_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	79	54	35	0.6929824561403509	0.5939849624060151	0.643483709273183
maketube	SV17_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	3	1	0.0	0.0	0.0
maketube	SV17_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	628	0	58	0.9154518950437318	1.0	0.9577259475218659
maketube	SV17_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	78	42	36	0.6842105263157895	0.65	0.6671052631578948
maketube	SV17_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV17_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	655	54	31	0.9548104956268222	0.923836389280677	0.9393234424537495
maketube	SV17_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	79	46	35	0.6929824561403509	0.632	0.6624912280701755
maketube	SV17_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV17_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	655	43	31	0.9548104956268222	0.9383954154727794	0.9466029555498008
maketube	SV17_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	79	66	35	0.6929824561403509	0.5448275862068965	0.6189050211736238
maketube	SV17_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV17_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	616	0	70	0.8979591836734694	1.0	0.9489795918367347
maketube	SV17_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	78	44	36	0.6842105263157895	0.639344262295082	0.6617773943054357
maketube	SV17_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV17_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	679	284	32	0.9549929676511955	0.7050882658359294	0.8300406167435624
maketube	SV17_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	61	43	25	0.7093023255813954	0.5865384615384616	0.6479203935599285
maketube	SV17_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV17_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	663	0	48	0.9324894514767933	1.0	0.9662447257383966
maketube	SV17_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	57	30	29	0.6627906976744186	0.6551724137931034	0.658981555733761
maketube	SV17_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV17_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	679	41	32	0.9549929676511955	0.9430555555555555	0.9490242616033755
maketube	SV17_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	61	37	25	0.7093023255813954	0.6224489795918368	0.6658756525866161
maketube	SV17_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
