pipeline	sample	filter	variant_caller	region	region2	variant_class	TP	FP	FN	RECALL	PRECISION	F1
snpmutator	snpmutator_SV18_H1	RAW	GATK	TOTAL	TOTAL	indel	38	61	12	0.76	0.3838383838383838	0.5719191919191919
snpmutator	snpmutator_SV18_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV18_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV18_H1	MTBseq	GATK	TOTAL	TOTAL	snp	787	0	13	0.98375	1.0	0.9918750000000001
snpmutator	snpmutator_SV18_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV18_H1	MTBseq	GATK	TOTAL	TOTAL	indel	35	59	15	0.7	0.3723404255319149	0.5361702127659574
snpmutator	snpmutator_SV18_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV18_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV19_H1	RAW	freebayes	TOTAL	TOTAL	snp	797	164	3	0.99625	0.8293444328824141	0.912797216441207
snpmutator	snpmutator_SV19_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	RAW	freebayes	TOTAL	TOTAL	indel	43	57	7	0.86	0.43	0.645
snpmutator	snpmutator_SV19_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV19_H1	genotube	freebayes	TOTAL	TOTAL	snp	797	0	3	0.99625	1.0	0.9981249999999999
snpmutator	snpmutator_SV19_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	genotube	freebayes	TOTAL	TOTAL	indel	43	56	7	0.86	0.43434343434343436	0.6471717171717172
snpmutator	snpmutator_SV19_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV19_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	799	4	1	0.99875	0.9950186799501868	0.9968843399750934
snpmutator	snpmutator_SV19_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	43	57	7	0.86	0.43	0.645
snpmutator	snpmutator_SV19_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV19_H1	RAW	GATK	TOTAL	TOTAL	snp	797	0	3	0.99625	1.0	0.9981249999999999
snpmutator	snpmutator_SV19_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	RAW	GATK	TOTAL	TOTAL	indel	43	57	7	0.86	0.43	0.645
snpmutator	snpmutator_SV19_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV19_H1	MTBseq	GATK	TOTAL	TOTAL	snp	778	0	22	0.9725	1.0	0.9862500000000001
snpmutator	snpmutator_SV19_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	MTBseq	GATK	TOTAL	TOTAL	indel	42	52	8	0.84	0.44680851063829785	0.6434042553191489
snpmutator	snpmutator_SV19_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV19_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV1_H1	RAW	freebayes	TOTAL	TOTAL	snp	795	163	5	0.99375	0.8298538622129437	0.9118019311064718
snpmutator	snpmutator_SV1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	RAW	freebayes	TOTAL	TOTAL	indel	37	62	13	0.74	0.37373737373737376	0.5568686868686868
snpmutator	snpmutator_SV1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV1_H1	genotube	freebayes	TOTAL	TOTAL	snp	795	0	5	0.99375	1.0	0.996875
snpmutator	snpmutator_SV1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	genotube	freebayes	TOTAL	TOTAL	indel	37	62	13	0.74	0.37373737373737376	0.5568686868686868
snpmutator	snpmutator_SV1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	796	3	4	0.995	0.9962453066332916	0.9956226533166458
snpmutator	snpmutator_SV1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	37	62	13	0.74	0.37373737373737376	0.5568686868686868
snpmutator	snpmutator_SV1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV1_H1	RAW	GATK	TOTAL	TOTAL	snp	795	0	5	0.99375	1.0	0.996875
snpmutator	snpmutator_SV1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	RAW	GATK	TOTAL	TOTAL	indel	37	62	13	0.74	0.37373737373737376	0.5568686868686868
snpmutator	snpmutator_SV1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	788	0	12	0.985	1.0	0.9924999999999999
snpmutator	snpmutator_SV1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	35	62	15	0.7	0.36082474226804123	0.5304123711340206
snpmutator	snpmutator_SV1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV20_H1	RAW	freebayes	TOTAL	TOTAL	snp	792	174	8	0.99	0.8198757763975155	0.9049378881987578
snpmutator	snpmutator_SV20_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	RAW	freebayes	TOTAL	TOTAL	indel	35	70	15	0.7	0.3333333333333333	0.5166666666666666
snpmutator	snpmutator_SV20_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	RAW	freebayes	TOTAL	TOTAL	unknown	1	0	49	0.02	1.0	0.51
snpmutator	snpmutator_SV20_H1	genotube	freebayes	TOTAL	TOTAL	snp	792	0	8	0.99	1.0	0.995
snpmutator	snpmutator_SV20_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	genotube	freebayes	TOTAL	TOTAL	indel	35	65	15	0.7	0.35	0.5249999999999999
snpmutator	snpmutator_SV20_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV20_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	795	7	5	0.99375	0.9912718204488778	0.9925109102244389
snpmutator	snpmutator_SV20_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	35	65	15	0.7	0.35	0.5249999999999999
snpmutator	snpmutator_SV20_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV20_H1	RAW	GATK	TOTAL	TOTAL	snp	794	0	6	0.9925	1.0	0.9962500000000001
snpmutator	snpmutator_SV20_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	RAW	GATK	TOTAL	TOTAL	indel	35	65	15	0.7	0.35	0.5249999999999999
snpmutator	snpmutator_SV20_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV20_H1	MTBseq	GATK	TOTAL	TOTAL	snp	781	0	19	0.97625	1.0	0.9881249999999999
snpmutator	snpmutator_SV20_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	MTBseq	GATK	TOTAL	TOTAL	indel	34	61	16	0.68	0.35789473684210527	0.5189473684210526
snpmutator	snpmutator_SV20_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV20_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV2_H1	RAW	freebayes	TOTAL	TOTAL	snp	797	186	3	0.99625	0.8107833163784334	0.9035166581892167
snpmutator	snpmutator_SV2_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	RAW	freebayes	TOTAL	TOTAL	indel	40	66	10	0.8	0.37735849056603776	0.588679245283019
snpmutator	snpmutator_SV2_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	RAW	freebayes	TOTAL	TOTAL	unknown	1	2	49	0.02	0.3333333333333333	0.17666666666666667
snpmutator	snpmutator_SV2_H1	genotube	freebayes	TOTAL	TOTAL	snp	793	0	7	0.99125	1.0	0.995625
snpmutator	snpmutator_SV2_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	genotube	freebayes	TOTAL	TOTAL	indel	40	58	10	0.8	0.40816326530612246	0.6040816326530613
snpmutator	snpmutator_SV2_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV2_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	797	8	3	0.99625	0.9900621118012423	0.9931560559006212
snpmutator	snpmutator_SV2_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	40	61	10	0.8	0.39603960396039606	0.5980198019801981
snpmutator	snpmutator_SV2_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV2_H1	RAW	GATK	TOTAL	TOTAL	snp	797	0	3	0.99625	1.0	0.9981249999999999
snpmutator	snpmutator_SV2_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	RAW	GATK	TOTAL	TOTAL	indel	40	58	10	0.8	0.40816326530612246	0.6040816326530613
snpmutator	snpmutator_SV2_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV2_H1	MTBseq	GATK	TOTAL	TOTAL	snp	776	0	24	0.97	1.0	0.985
snpmutator	snpmutator_SV2_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	MTBseq	GATK	TOTAL	TOTAL	indel	38	57	12	0.76	0.4	0.5800000000000001
snpmutator	snpmutator_SV2_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV2_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV3_H1	RAW	freebayes	TOTAL	TOTAL	snp	794	168	6	0.9925	0.8253638253638254	0.9089319126819126
snpmutator	snpmutator_SV3_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	RAW	freebayes	TOTAL	TOTAL	indel	40	63	10	0.8	0.3883495145631068	0.5941747572815534
snpmutator	snpmutator_SV3_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV3_H1	genotube	freebayes	TOTAL	TOTAL	snp	794	0	6	0.9925	1.0	0.9962500000000001
snpmutator	snpmutator_SV3_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	genotube	freebayes	TOTAL	TOTAL	indel	40	60	10	0.8	0.4	0.6000000000000001
snpmutator	snpmutator_SV3_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV3_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	798	6	2	0.9975	0.9925373134328358	0.9950186567164179
snpmutator	snpmutator_SV3_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	40	61	10	0.8	0.39603960396039606	0.5980198019801981
snpmutator	snpmutator_SV3_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV3_H1	RAW	GATK	TOTAL	TOTAL	snp	796	0	4	0.995	1.0	0.9975
snpmutator	snpmutator_SV3_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	RAW	GATK	TOTAL	TOTAL	indel	40	60	10	0.8	0.4	0.6000000000000001
snpmutator	snpmutator_SV3_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV3_H1	MTBseq	GATK	TOTAL	TOTAL	snp	781	0	19	0.97625	1.0	0.9881249999999999
snpmutator	snpmutator_SV3_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	MTBseq	GATK	TOTAL	TOTAL	indel	40	59	10	0.8	0.40404040404040403	0.602020202020202
snpmutator	snpmutator_SV3_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV3_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV4_H1	RAW	freebayes	TOTAL	TOTAL	snp	797	186	3	0.99625	0.8107833163784334	0.9035166581892167
snpmutator	snpmutator_SV4_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	RAW	freebayes	TOTAL	TOTAL	indel	40	63	10	0.8	0.3883495145631068	0.5941747572815534
snpmutator	snpmutator_SV4_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	50	0.0	0.0	0.0
snpmutator	snpmutator_SV4_H1	genotube	freebayes	TOTAL	TOTAL	snp	797	0	3	0.99625	1.0	0.9981249999999999
snpmutator	snpmutator_SV4_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	genotube	freebayes	TOTAL	TOTAL	indel	40	60	10	0.8	0.4	0.6000000000000001
snpmutator	snpmutator_SV4_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV4_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	799	4	1	0.99875	0.9950186799501868	0.9968843399750934
snpmutator	snpmutator_SV4_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	40	60	10	0.8	0.4	0.6000000000000001
snpmutator	snpmutator_SV4_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV4_H1	RAW	GATK	TOTAL	TOTAL	snp	797	1	3	0.99625	0.9987468671679198	0.9974984335839598
snpmutator	snpmutator_SV4_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	RAW	GATK	TOTAL	TOTAL	indel	40	60	10	0.8	0.4	0.6000000000000001
snpmutator	snpmutator_SV4_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV4_H1	MTBseq	GATK	TOTAL	TOTAL	snp	787	0	13	0.98375	1.0	0.9918750000000001
snpmutator	snpmutator_SV4_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	MTBseq	GATK	TOTAL	TOTAL	indel	38	59	12	0.76	0.3917525773195876	0.5758762886597938
snpmutator	snpmutator_SV4_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV4_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV5_H1	RAW	freebayes	TOTAL	TOTAL	snp	798	162	2	0.9975	0.83125	0.914375
snpmutator	snpmutator_SV5_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	RAW	freebayes	TOTAL	TOTAL	indel	38	63	12	0.76	0.37623762376237624	0.5681188118811882
snpmutator	snpmutator_SV5_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	50	0.0	0.0	0.0
snpmutator	snpmutator_SV5_H1	genotube	freebayes	TOTAL	TOTAL	snp	797	0	3	0.99625	1.0	0.9981249999999999
snpmutator	snpmutator_SV5_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	genotube	freebayes	TOTAL	TOTAL	indel	38	62	12	0.76	0.38	0.5700000000000001
snpmutator	snpmutator_SV5_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV5_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	799	4	1	0.99875	0.9950186799501868	0.9968843399750934
snpmutator	snpmutator_SV5_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	38	62	12	0.76	0.38	0.5700000000000001
snpmutator	snpmutator_SV5_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV5_H1	RAW	GATK	TOTAL	TOTAL	snp	798	0	2	0.9975	1.0	0.99875
snpmutator	snpmutator_SV5_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	RAW	GATK	TOTAL	TOTAL	indel	38	62	12	0.76	0.38	0.5700000000000001
snpmutator	snpmutator_SV5_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV5_H1	MTBseq	GATK	TOTAL	TOTAL	snp	785	0	15	0.98125	1.0	0.990625
snpmutator	snpmutator_SV5_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	MTBseq	GATK	TOTAL	TOTAL	indel	36	59	14	0.72	0.37894736842105264	0.5494736842105263
snpmutator	snpmutator_SV5_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV5_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV6_H1	RAW	freebayes	TOTAL	TOTAL	snp	796	168	4	0.995	0.8257261410788381	0.910363070539419
snpmutator	snpmutator_SV6_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	RAW	freebayes	TOTAL	TOTAL	indel	36	67	14	0.72	0.34951456310679613	0.5347572815533981
snpmutator	snpmutator_SV6_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV6_H1	genotube	freebayes	TOTAL	TOTAL	snp	794	0	6	0.9925	1.0	0.9962500000000001
snpmutator	snpmutator_SV6_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	genotube	freebayes	TOTAL	TOTAL	indel	36	64	14	0.72	0.36	0.54
snpmutator	snpmutator_SV6_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV6_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	798	4	2	0.9975	0.9950124688279302	0.9962562344139652
snpmutator	snpmutator_SV6_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	36	64	14	0.72	0.36	0.54
snpmutator	snpmutator_SV6_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV6_H1	RAW	GATK	TOTAL	TOTAL	snp	796	0	4	0.995	1.0	0.9975
snpmutator	snpmutator_SV6_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	RAW	GATK	TOTAL	TOTAL	indel	36	64	14	0.72	0.36	0.54
snpmutator	snpmutator_SV6_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV6_H1	MTBseq	GATK	TOTAL	TOTAL	snp	780	0	20	0.975	1.0	0.9875
snpmutator	snpmutator_SV6_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	MTBseq	GATK	TOTAL	TOTAL	indel	36	61	14	0.72	0.3711340206185567	0.5455670103092783
snpmutator	snpmutator_SV6_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV6_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV7_H1	RAW	freebayes	TOTAL	TOTAL	snp	795	171	5	0.99375	0.8229813664596274	0.9083656832298137
snpmutator	snpmutator_SV7_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	RAW	freebayes	TOTAL	TOTAL	indel	31	68	19	0.62	0.31313131313131315	0.4665656565656566
snpmutator	snpmutator_SV7_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV7_H1	genotube	freebayes	TOTAL	TOTAL	snp	795	0	5	0.99375	1.0	0.996875
snpmutator	snpmutator_SV7_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	genotube	freebayes	TOTAL	TOTAL	indel	31	68	19	0.62	0.31313131313131315	0.4665656565656566
snpmutator	snpmutator_SV7_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV7_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	796	4	4	0.995	0.995	0.995
snpmutator	snpmutator_SV7_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	31	69	19	0.62	0.31	0.46499999999999997
